uti;sft_type;action_type;reporting_timestamp_cp1;reporting_timestamp_cp2;other_counterparty_cp1;other_counterparty_cp2;uti_cp1;uti_cp2;event_date_cp1;event_date_cp2;type_of_sft_cp1;type_of_sft_cp2;execution_timestamp_cp1;execution_timestamp_cp2;method_used_to_provide_collateral_cp1;method_used_to_provide_collateral_cp2
PRED-20260407-0001;Predatadas;NEWT;2026-04-07T08:00:00Z;2026-04-07T08:00:00Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260407-0001;PRED-20260407-0001;2026-04-07;2026-04-08;REPO;SECLEND;2026-04-07T08:01:30Z;2026-04-07T10:00:00Z;THIRD_PARTY_AGENT;TRIPARTY
PRED-20260407-0002;Predatadas;NEWT;2026-04-07T09:07:11Z;2026-04-07T09:12:11Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260407-0002;PRED-20260407-0002;2026-04-07;2026-04-07;BUYSELLBACK;BUYSELLBACK;2026-04-07T09:08:41Z;2026-04-07T09:08:41Z;TRIPARTY;TRIPARTY
PRED-20260407-0003;Predatadas;NEWT;2026-04-07T10:14:22Z;2026-04-07T10:19:22Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260407-0003;PRED-20260407-0003;2026-04-07;2026-04-07;BUYSELLBACK;BUYSELLBACK;2026-04-07T10:14:52Z;2026-04-07T10:14:52Z;BILATERAL;CSD
PRED-20260407-0004;Predatadas;NEWT;2026-04-07T11:21:33Z;2026-04-07T11:21:33Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260407-0004;PRED-20260407-0004;2026-04-07;2026-04-08;REPO;SECLEND;2026-04-07T11:22:03Z;2026-04-07T13:21:33Z;CSD;CSD
PRED-20260407-0005;Predatadas;NEWT;2026-04-07T12:28:44Z;2026-04-07T12:33:44Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260407-0005;PRED-20260407-0005;2026-04-07;2026-04-07;SECLEND;BUYSELLBACK;2026-04-07T12:29:14Z;2026-04-07T14:28:44Z;TRIPARTY;BILATERAL
PRED-20260407-0006;Predatadas;NEWT;2026-04-07T13:35:55Z;2026-04-07T13:35:55Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260407-0006;PRED-20260407-0006-X;2026-04-07;2026-04-07;REPO;REPO;2026-04-07T13:36:25Z;2026-04-07T13:36:25Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260407-0007;Predatadas;NEWT;2026-04-07T14:42:06Z;2026-04-07T14:42:06Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260407-0007;PRED-20260407-0007;2026-04-07;2026-04-07;SECLEND;BUYSELLBACK;2026-04-07T14:43:36Z;2026-04-07T16:42:06Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260407-0008;Predatadas;NEWT;2026-04-07T15:49:17Z;2026-04-07T15:49:17Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260407-0008;PRED-20260407-0008-X;2026-04-07;2026-04-07;REPO;REPO;2026-04-07T15:49:47Z;2026-04-07T15:49:47Z;CSD;CSD
PRED-20260407-0009;Predatadas;NEWT;2026-04-07T16:56:28Z;2026-04-07T17:01:28Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260407-0009;PRED-20260407-0009;2026-04-07;2026-04-07;SECLEND;BUYSELLBACK;2026-04-07T16:56:58Z;2026-04-07T18:56:28Z;THIRD_PARTY_AGENT;TRIPARTY
PRED-20260407-0010;Predatadas;NEWT;2026-04-07T08:03:39Z;2026-04-07T08:03:39Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260407-0010;PRED-20260407-0010-X;2026-04-07;2026-04-07;REPO;REPO;2026-04-07T08:04:09Z;2026-04-07T08:04:09Z;CSD;CSD
PRED-20260407-0011;Predatadas;NEWT;2026-04-07T09:10:50Z;2026-04-07T09:10:50Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260407-0011;PRED-20260407-0011-X;2026-04-07;2026-04-07;BUYSELLBACK;BUYSELLBACK;2026-04-07T09:11:20Z;2026-04-07T09:11:20Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260407-0012;Predatadas;NEWT;2026-04-07T10:17:01Z;2026-04-07T10:17:01Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260407-0012;PRED-20260407-0012-X;2026-04-07;2026-04-07;BUYSELLBACK;BUYSELLBACK;2026-04-07T10:18:31Z;2026-04-07T10:18:31Z;TRIPARTY;TRIPARTY
PRED-20260407-0013;Predatadas;NEWT;2026-04-07T11:24:12Z;2026-04-07T11:24:12Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260407-0013;PRED-20260407-0013-X;2026-04-07;2026-04-07;SECLEND;SECLEND;2026-04-07T11:25:42Z;2026-04-07T11:25:42Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260407-0014;Predatadas;NEWT;2026-04-07T12:31:23Z;2026-04-07T12:31:23Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260407-0014;PRED-20260407-0014-X;2026-04-07;2026-04-07;SECLEND;SECLEND;2026-04-07T12:31:53Z;2026-04-07T12:31:53Z;CSD;CSD
PRED-20260407-0015;Predatadas;NEWT;2026-04-07T13:38:34Z;2026-04-07T13:38:34Z;R0MUWSFPU8MPRO8K5P81;5493001KJTIIGC8Y1R12;PRED-20260407-0015;PRED-20260407-0015-X;2026-04-07;2026-04-07;SECLEND;SECLEND;2026-04-07T13:39:04Z;2026-04-07T13:39:04Z;BILATERAL;BILATERAL
PRED-20260407-0016;Predatadas;NEWT;2026-04-07T14:45:45Z;2026-04-07T14:50:45Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260407-0016;PRED-20260407-0016;2026-04-07;2026-04-07;SECLEND;SECLEND;2026-04-07T14:46:15Z;2026-04-07T16:45:45Z;THIRD_PARTY_AGENT;TRIPARTY
PRED-20260407-0017;Predatadas;NEWT;2026-04-07T15:52:56Z;2026-04-07T15:57:56Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260407-0017;PRED-20260407-0017;2026-04-07;2026-04-08;REPO;SECLEND;2026-04-07T15:53:26Z;2026-04-07T15:53:26Z;BILATERAL;CSD
PRED-20260407-0018;Predatadas;NEWT;2026-04-07T16:59:07Z;2026-04-07T16:59:07Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260407-0018;PRED-20260407-0018-X;2026-04-07;2026-04-07;BUYSELLBACK;BUYSELLBACK;2026-04-07T17:00:37Z;2026-04-07T17:00:37Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
