uti;sft_type;action_type;reporting_timestamp_cp1;reporting_timestamp_cp2;other_counterparty_cp1;other_counterparty_cp2;uti_cp1;uti_cp2;event_date_cp1;event_date_cp2;type_of_sft_cp1;type_of_sft_cp2;execution_timestamp_cp1;execution_timestamp_cp2;method_used_to_provide_collateral_cp1;method_used_to_provide_collateral_cp2
PRED-20260427-0001;Predatadas;NEWT;2026-04-27T08:00:00Z;2026-04-27T08:05:00Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260427-0001;PRED-20260427-0001;2026-04-27;2026-04-28;SECLEND;BUYSELLBACK;2026-04-27T08:01:30Z;2026-04-27T10:00:00Z;CSD;CSD
PRED-20260427-0002;Predatadas;NEWT;2026-04-27T09:07:11Z;2026-04-27T09:07:11Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260427-0002;PRED-20260427-0002;2026-04-27;2026-04-27;SECLEND;BUYSELLBACK;2026-04-27T09:08:41Z;2026-04-27T09:08:41Z;CSD;CSD
PRED-20260427-0003;Predatadas;NEWT;2026-04-27T10:14:22Z;2026-04-27T10:14:22Z;VUJNWIVNFNEBFQSQE965;R0MUWSFPU8MPRO8K5P81;PRED-20260427-0003;PRED-20260427-0003;2026-04-27;2026-04-27;REPO;REPO;2026-04-27T10:14:52Z;2026-04-27T10:14:52Z;BILATERAL;BILATERAL
PRED-20260427-0004;Predatadas;NEWT;2026-04-27T11:21:33Z;2026-04-27T11:26:33Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260427-0004;PRED-20260427-0004;2026-04-27;2026-04-27;SECLEND;SECLEND;2026-04-27T11:22:03Z;2026-04-27T13:21:33Z;THIRD_PARTY_AGENT;TRIPARTY
PRED-20260427-0005;Predatadas;NEWT;2026-04-27T12:28:44Z;2026-04-27T12:28:44Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260427-0005;PRED-20260427-0005;2026-04-27;2026-04-28;SECLEND;BUYSELLBACK;2026-04-27T12:29:14Z;2026-04-27T14:28:44Z;BILATERAL;CSD
PRED-20260427-0006;Predatadas;NEWT;2026-04-27T13:35:55Z;2026-04-27T13:35:55Z;7LTWFZYICNSX8D621K86;VUJNWIVNFNEBFQSQE965;PRED-20260427-0006;PRED-20260427-0006-X;2026-04-27;2026-04-27;REPO;REPO;2026-04-27T13:36:25Z;2026-04-27T13:36:25Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260427-0007;Predatadas;NEWT;2026-04-27T14:42:06Z;2026-04-27T14:42:06Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260427-0007;PRED-20260427-0007-X;2026-04-27;2026-04-27;SECLEND;SECLEND;2026-04-27T14:43:36Z;2026-04-27T14:43:36Z;BILATERAL;BILATERAL
PRED-20260427-0008;Predatadas;NEWT;2026-04-27T15:49:17Z;2026-04-27T15:49:17Z;5493001KJTIIGC8Y1R12;7LTWFZYICNSX8D621K86;PRED-20260427-0008;PRED-20260427-0008;2026-04-27;2026-04-27;BUYSELLBACK;BUYSELLBACK;2026-04-27T15:49:47Z;2026-04-27T15:49:47Z;CSD;CSD
PRED-20260427-0009;Predatadas;NEWT;2026-04-27T16:56:28Z;2026-04-27T17:01:28Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260427-0009;PRED-20260427-0009;2026-04-27;2026-04-28;SECLEND;BUYSELLBACK;2026-04-27T16:56:58Z;2026-04-27T18:56:28Z;TRIPARTY;TRIPARTY
PRED-20260427-0010;Predatadas;NEWT;2026-04-27T08:03:39Z;2026-04-27T08:03:39Z;VUJNWIVNFNEBFQSQE965;R0MUWSFPU8MPRO8K5P81;PRED-20260427-0010;PRED-20260427-0010;2026-04-27;2026-04-27;BUYSELLBACK;BUYSELLBACK;2026-04-27T08:04:09Z;2026-04-27T08:04:09Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260427-0011;Predatadas;NEWT;2026-04-27T09:10:50Z;2026-04-27T09:10:50Z;R0MUWSFPU8MPRO8K5P81;5493001KJTIIGC8Y1R12;PRED-20260427-0011;PRED-20260427-0011-X;2026-04-27;2026-04-27;REPO;REPO;2026-04-27T09:11:20Z;2026-04-27T09:11:20Z;BILATERAL;BILATERAL
PRED-20260427-0012;Predatadas;NEWT;2026-04-27T10:17:01Z;2026-04-27T10:17:01Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260427-0012;PRED-20260427-0012-X;2026-04-27;2026-04-27;BUYSELLBACK;BUYSELLBACK;2026-04-27T10:18:31Z;2026-04-27T10:18:31Z;TRIPARTY;TRIPARTY
PRED-20260427-0013;Predatadas;NEWT;2026-04-27T11:24:12Z;2026-04-27T11:24:12Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260427-0013;PRED-20260427-0013-X;2026-04-27;2026-04-27;SECLEND;SECLEND;2026-04-27T11:25:42Z;2026-04-27T11:25:42Z;BILATERAL;BILATERAL
PRED-20260427-0014;Predatadas;NEWT;2026-04-27T12:31:23Z;2026-04-27T12:36:23Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260427-0014;PRED-20260427-0014;2026-04-27;2026-04-27;REPO;REPO;2026-04-27T12:31:53Z;2026-04-27T12:31:53Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260427-0015;Predatadas;NEWT;2026-04-27T13:38:34Z;2026-04-27T13:38:34Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260427-0015;PRED-20260427-0015-X;2026-04-27;2026-04-27;BUYSELLBACK;BUYSELLBACK;2026-04-27T13:39:04Z;2026-04-27T13:39:04Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260427-0016;Predatadas;NEWT;2026-04-27T14:45:45Z;2026-04-27T14:50:45Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260427-0016;PRED-20260427-0016;2026-04-27;2026-04-28;REPO;REPO;2026-04-27T14:46:15Z;2026-04-27T14:46:15Z;TRIPARTY;BILATERAL
PRED-20260427-0017;Predatadas;NEWT;2026-04-27T15:52:56Z;2026-04-27T15:57:56Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260427-0017;PRED-20260427-0017;2026-04-27;2026-04-27;BUYSELLBACK;REPO;2026-04-27T15:53:26Z;2026-04-27T17:52:56Z;TRIPARTY;BILATERAL
PRED-20260427-0018;Predatadas;NEWT;2026-04-27T16:59:07Z;2026-04-27T16:59:07Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260427-0018;PRED-20260427-0018;2026-04-27;2026-04-27;REPO;REPO;2026-04-27T17:00:37Z;2026-04-27T17:00:37Z;CSD;THIRD_PARTY_AGENT
PRED-20260427-0019;Predatadas;NEWT;2026-04-27T08:06:18Z;2026-04-27T08:06:18Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260427-0019;PRED-20260427-0019;2026-04-27;2026-04-27;SECLEND;SECLEND;2026-04-27T08:06:48Z;2026-04-27T10:06:18Z;BILATERAL;CSD
