uti;sft_type;action_type;reporting_timestamp_cp1;reporting_timestamp_cp2;other_counterparty_cp1;other_counterparty_cp2;uti_cp1;uti_cp2;event_date_cp1;event_date_cp2;type_of_sft_cp1;type_of_sft_cp2;execution_timestamp_cp1;execution_timestamp_cp2;method_used_to_provide_collateral_cp1;method_used_to_provide_collateral_cp2
PRED-20260410-0001;Predatadas;NEWT;2026-04-10T08:00:00Z;2026-04-10T08:05:00Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260410-0001;PRED-20260410-0001;2026-04-10;2026-04-10;SECLEND;SECLEND;2026-04-10T08:01:30Z;2026-04-10T10:00:00Z;THIRD_PARTY_AGENT;TRIPARTY
PRED-20260410-0002;Predatadas;NEWT;2026-04-10T09:07:11Z;2026-04-10T09:07:11Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260410-0002;PRED-20260410-0002-X;2026-04-10;2026-04-10;BUYSELLBACK;BUYSELLBACK;2026-04-10T09:08:41Z;2026-04-10T09:08:41Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260410-0003;Predatadas;NEWT;2026-04-10T10:14:22Z;2026-04-10T10:14:22Z;7LTWFZYICNSX8D621K86;VUJNWIVNFNEBFQSQE965;PRED-20260410-0003;PRED-20260410-0003;2026-04-10;2026-04-10;REPO;REPO;2026-04-10T10:14:52Z;2026-04-10T10:14:52Z;CSD;CSD
PRED-20260410-0004;Predatadas;NEWT;2026-04-10T11:21:33Z;2026-04-10T11:26:33Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260410-0004;PRED-20260410-0004;2026-04-10;2026-04-10;BUYSELLBACK;BUYSELLBACK;2026-04-10T11:22:03Z;2026-04-10T11:22:03Z;CSD;THIRD_PARTY_AGENT
PRED-20260410-0005;Predatadas;NEWT;2026-04-10T12:28:44Z;2026-04-10T12:33:44Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260410-0005;PRED-20260410-0005;2026-04-10;2026-04-11;SECLEND;SECLEND;2026-04-10T12:29:14Z;2026-04-10T12:29:14Z;THIRD_PARTY_AGENT;TRIPARTY
PRED-20260410-0006;Predatadas;NEWT;2026-04-10T13:35:55Z;2026-04-10T13:40:55Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260410-0006;PRED-20260410-0006;2026-04-10;2026-04-11;SECLEND;BUYSELLBACK;2026-04-10T13:36:25Z;2026-04-10T13:36:25Z;BILATERAL;CSD
PRED-20260410-0007;Predatadas;NEWT;2026-04-10T14:42:06Z;2026-04-10T14:42:06Z;VUJNWIVNFNEBFQSQE965;R0MUWSFPU8MPRO8K5P81;PRED-20260410-0007;PRED-20260410-0007;2026-04-10;2026-04-10;SECLEND;SECLEND;2026-04-10T14:43:36Z;2026-04-10T14:43:36Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260410-0008;Predatadas;NEWT;2026-04-10T15:49:17Z;2026-04-10T15:49:17Z;VUJNWIVNFNEBFQSQE965;R0MUWSFPU8MPRO8K5P81;PRED-20260410-0008;PRED-20260410-0008;2026-04-10;2026-04-10;SECLEND;SECLEND;2026-04-10T15:49:47Z;2026-04-10T15:49:47Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260410-0009;Predatadas;NEWT;2026-04-10T16:56:28Z;2026-04-10T16:56:28Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260410-0009;PRED-20260410-0009-X;2026-04-10;2026-04-10;BUYSELLBACK;BUYSELLBACK;2026-04-10T16:56:58Z;2026-04-10T16:56:58Z;BILATERAL;BILATERAL
PRED-20260410-0010;Predatadas;NEWT;2026-04-10T08:03:39Z;2026-04-10T08:03:39Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260410-0010;PRED-20260410-0010;2026-04-10;2026-04-11;REPO;SECLEND;2026-04-10T08:04:09Z;2026-04-10T10:03:39Z;CSD;THIRD_PARTY_AGENT
