uti;sft_type;action_type;reporting_timestamp_cp1;reporting_timestamp_cp2;other_counterparty_cp1;other_counterparty_cp2;uti_cp1;uti_cp2;event_date_cp1;event_date_cp2;type_of_sft_cp1;type_of_sft_cp2;execution_timestamp_cp1;execution_timestamp_cp2;method_used_to_provide_collateral_cp1;method_used_to_provide_collateral_cp2
PRED-20260402-0001;Predatadas;NEWT;2026-04-02T08:00:00Z;2026-04-02T08:00:00Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260402-0001;PRED-20260402-0001;2026-04-02;2026-04-02;REPO;REPO;2026-04-02T08:01:30Z;2026-04-02T08:01:30Z;BILATERAL;BILATERAL
PRED-20260402-0002;Predatadas;NEWT;2026-04-02T09:07:11Z;2026-04-02T09:12:11Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260402-0002;PRED-20260402-0002;2026-04-02;2026-04-03;SECLEND;BUYSELLBACK;2026-04-02T09:08:41Z;2026-04-02T11:07:11Z;BILATERAL;BILATERAL
PRED-20260402-0003;Predatadas;NEWT;2026-04-02T10:14:22Z;2026-04-02T10:14:22Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260402-0003;PRED-20260402-0003;2026-04-02;2026-04-02;SECLEND;SECLEND;2026-04-02T10:14:52Z;2026-04-02T10:14:52Z;CSD;CSD
PRED-20260402-0004;Predatadas;NEWT;2026-04-02T11:21:33Z;2026-04-02T11:21:33Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260402-0004;PRED-20260402-0004;2026-04-02;2026-04-03;REPO;SECLEND;2026-04-02T11:22:03Z;2026-04-02T11:22:03Z;CSD;CSD
PRED-20260402-0005;Predatadas;NEWT;2026-04-02T12:28:44Z;2026-04-02T12:28:44Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260402-0005;PRED-20260402-0005;2026-04-02;2026-04-02;SECLEND;SECLEND;2026-04-02T12:29:14Z;2026-04-02T12:29:14Z;BILATERAL;BILATERAL
PRED-20260402-0006;Predatadas;NEWT;2026-04-02T13:35:55Z;2026-04-02T13:40:55Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260402-0006;PRED-20260402-0006;2026-04-02;2026-04-03;REPO;SECLEND;2026-04-02T13:36:25Z;2026-04-02T13:36:25Z;THIRD_PARTY_AGENT;TRIPARTY
PRED-20260402-0007;Predatadas;NEWT;2026-04-02T14:42:06Z;2026-04-02T14:42:06Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260402-0007;PRED-20260402-0007;2026-04-02;2026-04-02;SECLEND;SECLEND;2026-04-02T14:43:36Z;2026-04-02T14:43:36Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260402-0008;Predatadas;NEWT;2026-04-02T15:49:17Z;2026-04-02T15:49:17Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260402-0008;PRED-20260402-0008-X;2026-04-02;2026-04-02;BUYSELLBACK;BUYSELLBACK;2026-04-02T15:49:47Z;2026-04-02T15:49:47Z;BILATERAL;BILATERAL
PRED-20260402-0009;Predatadas;NEWT;2026-04-02T16:56:28Z;2026-04-02T16:56:28Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260402-0009;PRED-20260402-0009;2026-04-02;2026-04-02;SECLEND;SECLEND;2026-04-02T16:56:58Z;2026-04-02T16:56:58Z;TRIPARTY;TRIPARTY
PRED-20260402-0010;Predatadas;NEWT;2026-04-02T08:03:39Z;2026-04-02T08:03:39Z;R0MUWSFPU8MPRO8K5P81;5493001KJTIIGC8Y1R12;PRED-20260402-0010;PRED-20260402-0010-X;2026-04-02;2026-04-02;BUYSELLBACK;BUYSELLBACK;2026-04-02T08:04:09Z;2026-04-02T08:04:09Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260402-0011;Predatadas;NEWT;2026-04-02T09:10:50Z;2026-04-02T09:10:50Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260402-0011;PRED-20260402-0011;2026-04-02;2026-04-02;REPO;REPO;2026-04-02T09:11:20Z;2026-04-02T09:11:20Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260402-0012;Predatadas;NEWT;2026-04-02T10:17:01Z;2026-04-02T10:22:01Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260402-0012;PRED-20260402-0012;2026-04-02;2026-04-03;SECLEND;SECLEND;2026-04-02T10:18:31Z;2026-04-02T10:18:31Z;TRIPARTY;TRIPARTY
PRED-20260402-0013;Predatadas;NEWT;2026-04-02T11:24:12Z;2026-04-02T11:24:12Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260402-0013;PRED-20260402-0013;2026-04-02;2026-04-02;SECLEND;SECLEND;2026-04-02T11:25:42Z;2026-04-02T11:25:42Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260402-0014;Predatadas;NEWT;2026-04-02T12:31:23Z;2026-04-02T12:36:23Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260402-0014;PRED-20260402-0014;2026-04-02;2026-04-03;REPO;REPO;2026-04-02T12:31:53Z;2026-04-02T14:31:23Z;THIRD_PARTY_AGENT;TRIPARTY
PRED-20260402-0015;Predatadas;NEWT;2026-04-02T13:38:34Z;2026-04-02T13:38:34Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260402-0015;PRED-20260402-0015;2026-04-02;2026-04-02;REPO;REPO;2026-04-02T13:39:04Z;2026-04-02T13:39:04Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260402-0016;Predatadas;NEWT;2026-04-02T14:45:45Z;2026-04-02T14:45:45Z;5493001KJTIIGC8Y1R12;7LTWFZYICNSX8D621K86;PRED-20260402-0016;PRED-20260402-0016;2026-04-02;2026-04-02;REPO;REPO;2026-04-02T14:46:15Z;2026-04-02T14:46:15Z;BILATERAL;BILATERAL
PRED-20260402-0017;Predatadas;NEWT;2026-04-02T15:52:56Z;2026-04-02T15:52:56Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260402-0017;PRED-20260402-0017;2026-04-02;2026-04-02;SECLEND;SECLEND;2026-04-02T15:53:26Z;2026-04-02T15:53:26Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260402-0018;Predatadas;NEWT;2026-04-02T16:59:07Z;2026-04-02T16:59:07Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260402-0018;PRED-20260402-0018-X;2026-04-02;2026-04-02;SECLEND;SECLEND;2026-04-02T17:00:37Z;2026-04-02T17:00:37Z;CSD;CSD
PRED-20260402-0019;Predatadas;NEWT;2026-04-02T08:06:18Z;2026-04-02T08:06:18Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260402-0019;PRED-20260402-0019;2026-04-02;2026-04-02;SECLEND;SECLEND;2026-04-02T08:06:48Z;2026-04-02T08:06:48Z;TRIPARTY;TRIPARTY
PRED-20260402-0020;Predatadas;NEWT;2026-04-02T09:13:29Z;2026-04-02T09:13:29Z;7LTWFZYICNSX8D621K86;VUJNWIVNFNEBFQSQE965;PRED-20260402-0020;PRED-20260402-0020;2026-04-02;2026-04-02;REPO;REPO;2026-04-02T09:13:59Z;2026-04-02T09:13:59Z;BILATERAL;BILATERAL
PRED-20260402-0021;Predatadas;NEWT;2026-04-02T10:20:40Z;2026-04-02T10:20:40Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260402-0021;PRED-20260402-0021;2026-04-02;2026-04-02;SECLEND;SECLEND;2026-04-02T10:21:10Z;2026-04-02T10:21:10Z;TRIPARTY;TRIPARTY
PRED-20260402-0022;Predatadas;NEWT;2026-04-02T11:27:51Z;2026-04-02T11:27:51Z;7LTWFZYICNSX8D621K86;VUJNWIVNFNEBFQSQE965;PRED-20260402-0022;PRED-20260402-0022-X;2026-04-02;2026-04-02;REPO;REPO;2026-04-02T11:28:21Z;2026-04-02T11:28:21Z;BILATERAL;BILATERAL
PRED-20260402-0023;Predatadas;NEWT;2026-04-02T12:34:02Z;2026-04-02T12:34:02Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260402-0023;PRED-20260402-0023;2026-04-02;2026-04-02;SECLEND;SECLEND;2026-04-02T12:35:32Z;2026-04-02T12:35:32Z;TRIPARTY;TRIPARTY
PRED-20260402-0024;Predatadas;NEWT;2026-04-02T13:41:13Z;2026-04-02T13:41:13Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260402-0024;PRED-20260402-0024-X;2026-04-02;2026-04-02;REPO;REPO;2026-04-02T13:42:43Z;2026-04-02T13:42:43Z;CSD;CSD
