uti;sft_type;action_type;reporting_timestamp_cp1;reporting_timestamp_cp2;other_counterparty_cp1;other_counterparty_cp2;uti_cp1;uti_cp2;event_date_cp1;event_date_cp2;type_of_sft_cp1;type_of_sft_cp2;execution_timestamp_cp1;execution_timestamp_cp2;method_used_to_provide_collateral_cp1;method_used_to_provide_collateral_cp2
PRED-20260413-0001;Predatadas;NEWT;2026-04-13T08:00:00Z;2026-04-13T08:05:00Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260413-0001;PRED-20260413-0001;2026-04-13;2026-04-13;BUYSELLBACK;BUYSELLBACK;2026-04-13T08:01:30Z;2026-04-13T08:01:30Z;BILATERAL;CSD
PRED-20260413-0002;Predatadas;NEWT;2026-04-13T09:07:11Z;2026-04-13T09:12:11Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260413-0002;PRED-20260413-0002;2026-04-13;2026-04-13;BUYSELLBACK;BUYSELLBACK;2026-04-13T09:08:41Z;2026-04-13T11:07:11Z;TRIPARTY;BILATERAL
PRED-20260413-0003;Predatadas;NEWT;2026-04-13T10:14:22Z;2026-04-13T10:14:22Z;7LTWFZYICNSX8D621K86;VUJNWIVNFNEBFQSQE965;PRED-20260413-0003;PRED-20260413-0003-X;2026-04-13;2026-04-13;REPO;REPO;2026-04-13T10:14:52Z;2026-04-13T10:14:52Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260413-0004;Predatadas;NEWT;2026-04-13T11:21:33Z;2026-04-13T11:21:33Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260413-0004;PRED-20260413-0004-X;2026-04-13;2026-04-13;REPO;REPO;2026-04-13T11:22:03Z;2026-04-13T11:22:03Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260413-0005;Predatadas;NEWT;2026-04-13T12:28:44Z;2026-04-13T12:28:44Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260413-0005;PRED-20260413-0005-X;2026-04-13;2026-04-13;REPO;REPO;2026-04-13T12:29:14Z;2026-04-13T12:29:14Z;TRIPARTY;TRIPARTY
PRED-20260413-0006;Predatadas;NEWT;2026-04-13T13:35:55Z;2026-04-13T13:35:55Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260413-0006;PRED-20260413-0006-X;2026-04-13;2026-04-13;BUYSELLBACK;BUYSELLBACK;2026-04-13T13:36:25Z;2026-04-13T13:36:25Z;CSD;CSD
PRED-20260413-0007;Predatadas;NEWT;2026-04-13T14:42:06Z;2026-04-13T14:47:06Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260413-0007;PRED-20260413-0007;2026-04-13;2026-04-14;SECLEND;BUYSELLBACK;2026-04-13T14:43:36Z;2026-04-13T16:42:06Z;TRIPARTY;TRIPARTY
PRED-20260413-0008;Predatadas;NEWT;2026-04-13T15:49:17Z;2026-04-13T15:49:17Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260413-0008;PRED-20260413-0008-X;2026-04-13;2026-04-13;BUYSELLBACK;BUYSELLBACK;2026-04-13T15:49:47Z;2026-04-13T15:49:47Z;TRIPARTY;TRIPARTY
PRED-20260413-0009;Predatadas;NEWT;2026-04-13T16:56:28Z;2026-04-13T17:01:28Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260413-0009;PRED-20260413-0009;2026-04-13;2026-04-13;SECLEND;SECLEND;2026-04-13T16:56:58Z;2026-04-13T16:56:58Z;TRIPARTY;BILATERAL
PRED-20260413-0010;Predatadas;NEWT;2026-04-13T08:03:39Z;2026-04-13T08:03:39Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260413-0010;PRED-20260413-0010-X;2026-04-13;2026-04-13;REPO;REPO;2026-04-13T08:04:09Z;2026-04-13T08:04:09Z;TRIPARTY;TRIPARTY
PRED-20260413-0011;Predatadas;NEWT;2026-04-13T09:10:50Z;2026-04-13T09:15:50Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260413-0011;PRED-20260413-0011;2026-04-13;2026-04-13;SECLEND;BUYSELLBACK;2026-04-13T09:11:20Z;2026-04-13T11:10:50Z;TRIPARTY;BILATERAL
PRED-20260413-0012;Predatadas;NEWT;2026-04-13T10:17:01Z;2026-04-13T10:17:01Z;R0MUWSFPU8MPRO8K5P81;5493001KJTIIGC8Y1R12;PRED-20260413-0012;PRED-20260413-0012;2026-04-13;2026-04-13;REPO;REPO;2026-04-13T10:18:31Z;2026-04-13T10:18:31Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260413-0013;Predatadas;NEWT;2026-04-13T11:24:12Z;2026-04-13T11:29:12Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260413-0013;PRED-20260413-0013;2026-04-13;2026-04-13;BUYSELLBACK;BUYSELLBACK;2026-04-13T11:25:42Z;2026-04-13T11:25:42Z;TRIPARTY;BILATERAL
PRED-20260413-0014;Predatadas;NEWT;2026-04-13T12:31:23Z;2026-04-13T12:31:23Z;5493001KJTIIGC8Y1R12;7LTWFZYICNSX8D621K86;PRED-20260413-0014;PRED-20260413-0014;2026-04-13;2026-04-13;BUYSELLBACK;BUYSELLBACK;2026-04-13T12:31:53Z;2026-04-13T12:31:53Z;CSD;CSD
PRED-20260413-0015;Predatadas;NEWT;2026-04-13T13:38:34Z;2026-04-13T13:38:34Z;VUJNWIVNFNEBFQSQE965;R0MUWSFPU8MPRO8K5P81;PRED-20260413-0015;PRED-20260413-0015;2026-04-13;2026-04-13;REPO;REPO;2026-04-13T13:39:04Z;2026-04-13T13:39:04Z;TRIPARTY;TRIPARTY
PRED-20260413-0016;Predatadas;NEWT;2026-04-13T14:45:45Z;2026-04-13T14:45:45Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260413-0016;PRED-20260413-0016;2026-04-13;2026-04-13;REPO;REPO;2026-04-13T14:46:15Z;2026-04-13T14:46:15Z;THIRD_PARTY_AGENT;TRIPARTY
PRED-20260413-0017;Predatadas;NEWT;2026-04-13T15:52:56Z;2026-04-13T15:52:56Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260413-0017;PRED-20260413-0017;2026-04-13;2026-04-13;BUYSELLBACK;BUYSELLBACK;2026-04-13T15:53:26Z;2026-04-13T17:52:56Z;CSD;THIRD_PARTY_AGENT
PRED-20260413-0018;Predatadas;NEWT;2026-04-13T16:59:07Z;2026-04-13T17:04:07Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260413-0018;PRED-20260413-0018;2026-04-13;2026-04-14;SECLEND;BUYSELLBACK;2026-04-13T17:00:37Z;2026-04-13T17:00:37Z;TRIPARTY;TRIPARTY
