uti;sft_type;action_type;reporting_timestamp_cp1;reporting_timestamp_cp2;other_counterparty_cp1;other_counterparty_cp2;uti_cp1;uti_cp2;event_date_cp1;event_date_cp2;type_of_sft_cp1;type_of_sft_cp2;execution_timestamp_cp1;execution_timestamp_cp2;method_used_to_provide_collateral_cp1;method_used_to_provide_collateral_cp2
PRED-20260428-0001;Predatadas;NEWT;2026-04-28T08:00:00Z;2026-04-28T08:00:00Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260428-0001;PRED-20260428-0001;2026-04-28;2026-04-28;BUYSELLBACK;BUYSELLBACK;2026-04-28T08:01:30Z;2026-04-28T08:01:30Z;TRIPARTY;TRIPARTY
PRED-20260428-0002;Predatadas;NEWT;2026-04-28T09:07:11Z;2026-04-28T09:12:11Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260428-0002;PRED-20260428-0002;2026-04-28;2026-04-29;REPO;REPO;2026-04-28T09:08:41Z;2026-04-28T09:08:41Z;CSD;CSD
PRED-20260428-0003;Predatadas;NEWT;2026-04-28T10:14:22Z;2026-04-28T10:14:22Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260428-0003;PRED-20260428-0003;2026-04-28;2026-04-28;BUYSELLBACK;BUYSELLBACK;2026-04-28T10:14:52Z;2026-04-28T10:14:52Z;BILATERAL;BILATERAL
PRED-20260428-0004;Predatadas;NEWT;2026-04-28T11:21:33Z;2026-04-28T11:26:33Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260428-0004;PRED-20260428-0004;2026-04-28;2026-04-29;REPO;SECLEND;2026-04-28T11:22:03Z;2026-04-28T11:22:03Z;THIRD_PARTY_AGENT;TRIPARTY
PRED-20260428-0005;Predatadas;NEWT;2026-04-28T12:28:44Z;2026-04-28T12:28:44Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260428-0005;PRED-20260428-0005;2026-04-28;2026-04-28;BUYSELLBACK;BUYSELLBACK;2026-04-28T12:29:14Z;2026-04-28T12:29:14Z;CSD;CSD
PRED-20260428-0006;Predatadas;NEWT;2026-04-28T13:35:55Z;2026-04-28T13:35:55Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260428-0006;PRED-20260428-0006;2026-04-28;2026-04-28;REPO;REPO;2026-04-28T13:36:25Z;2026-04-28T15:35:55Z;TRIPARTY;BILATERAL
PRED-20260428-0007;Predatadas;NEWT;2026-04-28T14:42:06Z;2026-04-28T14:42:06Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260428-0007;PRED-20260428-0007;2026-04-28;2026-04-28;BUYSELLBACK;BUYSELLBACK;2026-04-28T14:43:36Z;2026-04-28T14:43:36Z;TRIPARTY;TRIPARTY
PRED-20260428-0008;Predatadas;NEWT;2026-04-28T15:49:17Z;2026-04-28T15:49:17Z;5493001KJTIIGC8Y1R12;7LTWFZYICNSX8D621K86;PRED-20260428-0008;PRED-20260428-0008;2026-04-28;2026-04-28;BUYSELLBACK;BUYSELLBACK;2026-04-28T15:49:47Z;2026-04-28T15:49:47Z;TRIPARTY;TRIPARTY
PRED-20260428-0009;Predatadas;NEWT;2026-04-28T16:56:28Z;2026-04-28T16:56:28Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260428-0009;PRED-20260428-0009;2026-04-28;2026-04-28;REPO;REPO;2026-04-28T16:56:58Z;2026-04-28T16:56:58Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260428-0010;Predatadas;NEWT;2026-04-28T08:03:39Z;2026-04-28T08:03:39Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260428-0010;PRED-20260428-0010;2026-04-28;2026-04-28;REPO;REPO;2026-04-28T08:04:09Z;2026-04-28T10:03:39Z;TRIPARTY;BILATERAL
PRED-20260428-0011;Predatadas;NEWT;2026-04-28T09:10:50Z;2026-04-28T09:10:50Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260428-0011;PRED-20260428-0011;2026-04-28;2026-04-28;REPO;REPO;2026-04-28T09:11:20Z;2026-04-28T09:11:20Z;CSD;CSD
PRED-20260428-0012;Predatadas;NEWT;2026-04-28T10:17:01Z;2026-04-28T10:22:01Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260428-0012;PRED-20260428-0012;2026-04-28;2026-04-29;REPO;SECLEND;2026-04-28T10:18:31Z;2026-04-28T12:17:01Z;BILATERAL;BILATERAL
PRED-20260428-0013;Predatadas;NEWT;2026-04-28T11:24:12Z;2026-04-28T11:24:12Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260428-0013;PRED-20260428-0013;2026-04-28;2026-04-28;SECLEND;SECLEND;2026-04-28T11:25:42Z;2026-04-28T11:25:42Z;CSD;CSD
PRED-20260428-0014;Predatadas;NEWT;2026-04-28T12:31:23Z;2026-04-28T12:31:23Z;VUJNWIVNFNEBFQSQE965;R0MUWSFPU8MPRO8K5P81;PRED-20260428-0014;PRED-20260428-0014-X;2026-04-28;2026-04-28;BUYSELLBACK;BUYSELLBACK;2026-04-28T12:31:53Z;2026-04-28T12:31:53Z;BILATERAL;BILATERAL
PRED-20260428-0015;Predatadas;NEWT;2026-04-28T13:38:34Z;2026-04-28T13:38:34Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260428-0015;PRED-20260428-0015;2026-04-28;2026-04-28;REPO;REPO;2026-04-28T13:39:04Z;2026-04-28T13:39:04Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260428-0016;Predatadas;NEWT;2026-04-28T14:45:45Z;2026-04-28T14:45:45Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260428-0016;PRED-20260428-0016-X;2026-04-28;2026-04-28;SECLEND;SECLEND;2026-04-28T14:46:15Z;2026-04-28T14:46:15Z;BILATERAL;BILATERAL
PRED-20260428-0017;Predatadas;NEWT;2026-04-28T15:52:56Z;2026-04-28T15:52:56Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260428-0017;PRED-20260428-0017;2026-04-28;2026-04-28;REPO;REPO;2026-04-28T15:53:26Z;2026-04-28T15:53:26Z;CSD;CSD
PRED-20260428-0018;Predatadas;NEWT;2026-04-28T16:59:07Z;2026-04-28T16:59:07Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260428-0018;PRED-20260428-0018-X;2026-04-28;2026-04-28;REPO;REPO;2026-04-28T17:00:37Z;2026-04-28T17:00:37Z;TRIPARTY;TRIPARTY
