uti;sft_type;action_type;reporting_timestamp_cp1;reporting_timestamp_cp2;other_counterparty_cp1;other_counterparty_cp2;uti_cp1;uti_cp2;event_date_cp1;event_date_cp2;type_of_sft_cp1;type_of_sft_cp2;execution_timestamp_cp1;execution_timestamp_cp2;method_used_to_provide_collateral_cp1;method_used_to_provide_collateral_cp2
PRED-20260422-0001;Predatadas;NEWT;2026-04-22T08:00:00Z;2026-04-22T08:00:00Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260422-0001;PRED-20260422-0001-X;2026-04-22;2026-04-22;SECLEND;SECLEND;2026-04-22T08:01:30Z;2026-04-22T08:01:30Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260422-0002;Predatadas;NEWT;2026-04-22T09:07:11Z;2026-04-22T09:12:11Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260422-0002;PRED-20260422-0002;2026-04-22;2026-04-23;REPO;SECLEND;2026-04-22T09:08:41Z;2026-04-22T11:07:11Z;TRIPARTY;TRIPARTY
PRED-20260422-0003;Predatadas;NEWT;2026-04-22T10:14:22Z;2026-04-22T10:14:22Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260422-0003;PRED-20260422-0003-X;2026-04-22;2026-04-22;BUYSELLBACK;BUYSELLBACK;2026-04-22T10:14:52Z;2026-04-22T10:14:52Z;CSD;CSD
PRED-20260422-0004;Predatadas;NEWT;2026-04-22T11:21:33Z;2026-04-22T11:21:33Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260422-0004;PRED-20260422-0004-X;2026-04-22;2026-04-22;SECLEND;SECLEND;2026-04-22T11:22:03Z;2026-04-22T11:22:03Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260422-0005;Predatadas;NEWT;2026-04-22T12:28:44Z;2026-04-22T12:28:44Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260422-0005;PRED-20260422-0005;2026-04-22;2026-04-22;SECLEND;BUYSELLBACK;2026-04-22T12:29:14Z;2026-04-22T14:28:44Z;BILATERAL;CSD
PRED-20260422-0006;Predatadas;NEWT;2026-04-22T13:35:55Z;2026-04-22T13:35:55Z;R0MUWSFPU8MPRO8K5P81;5493001KJTIIGC8Y1R12;PRED-20260422-0006;PRED-20260422-0006;2026-04-22;2026-04-22;SECLEND;SECLEND;2026-04-22T13:36:25Z;2026-04-22T13:36:25Z;BILATERAL;BILATERAL
PRED-20260422-0007;Predatadas;NEWT;2026-04-22T14:42:06Z;2026-04-22T14:42:06Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260422-0007;PRED-20260422-0007-X;2026-04-22;2026-04-22;SECLEND;SECLEND;2026-04-22T14:43:36Z;2026-04-22T14:43:36Z;BILATERAL;BILATERAL
PRED-20260422-0008;Predatadas;NEWT;2026-04-22T15:49:17Z;2026-04-22T15:54:17Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260422-0008;PRED-20260422-0008;2026-04-22;2026-04-22;SECLEND;SECLEND;2026-04-22T15:49:47Z;2026-04-22T15:49:47Z;BILATERAL;CSD
PRED-20260422-0009;Predatadas;NEWT;2026-04-22T16:56:28Z;2026-04-22T17:01:28Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260422-0009;PRED-20260422-0009;2026-04-22;2026-04-22;BUYSELLBACK;BUYSELLBACK;2026-04-22T16:56:58Z;2026-04-22T18:56:28Z;TRIPARTY;BILATERAL
PRED-20260422-0010;Predatadas;NEWT;2026-04-22T08:03:39Z;2026-04-22T08:03:39Z;R0MUWSFPU8MPRO8K5P81;5493001KJTIIGC8Y1R12;PRED-20260422-0010;PRED-20260422-0010;2026-04-22;2026-04-22;REPO;REPO;2026-04-22T08:04:09Z;2026-04-22T08:04:09Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
